,folder,tag,env,n,save_interval,train_steps,not_save,env_config,env_num,description_original,description,weights,n_steps,gamma,perf,n_ep,hours
147,outside_experiments,Turn_maxsteps4_new_cont,Turn_v2,856800.0,40000.0,2000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f90fdffed90>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,"Using maxsteps 4 and new weights, plus increasing n_steps to 200","Using max steps 4 and new weights,",plus increasing n_steps to 200,200.0,0.99,0.0,10000.0,25.5517362444
148,outside_experiments,NWO_2.0,NWO,0.0,60000.0,3000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWO_n2n.__init__.<locals>.reward_fn at 0x7f9376f78598>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,Using the CLane that actually avoid obstacles,Using the CLane that avoid obstacle,s,200.0,0.99,0.0,10000.0,32.7030148994
149,,CLane_final_perf_134_final,Turn_v2,,,,,,,,,experiments/147_Turn_maxsteps4_new_cont/weights_1755216.pkl,,,1.0,300.0,
150,,Turn_perf_147_1.3472m,Turn_v2,,,,,,,,,experiments/147_Turn_maxsteps4_new_cont/weights_1347216.pkl,,,1.0,300.0,
151,,Turn_perf_147_final,Turn_v2,,,,,,,,,experiments/147_Turn_maxsteps4_new_cont/weights_final.pkl,,,1.0,300.0,
152,,Turn_perf_136_856k,Turn_v2,,,,,,,,,experiments/136_Turn_maxsteps4_new/weights_856800.pkl,,,1.0,300.0,
153,,Turn_perf_exp136_489k,Turn_v2,,,,,,,,,experiments/136_Turn_maxsteps4_new/weights_489600.pkl,,,1.0,300.0,
154,outside_experiments,X_max_steps_v1.1,X_v2,0.0,60000.0,3000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7fbe50328620>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,X_v2 with new Turn weights and maxsteps=4,X_v2 with new Turn weights and maxs,teps=4,200.0,0.99,0.0,10000.0,30.6034315381
155,,Delayed_perf,Recovery_direct,,,,,,,,,hrl/weights/De/v1.0_exp95_weights_final.pkl,,,1.0,300.0,
156,,Direct_perf,Recovery_direct,,,,,,,,,hrl/weights/D/v1.0_exp96_weights_final.pkl,,,1.0,300.0,
157,,NWO_perf_148_final,NWO,,,,,,,,,experiments/148_NWO_2.0/weights_final.pkl,,,1.0,300.0,
158,,NWO_perf_148_2.77m,NWO,,,,,,,,,experiments/148_NWO_2.0/weights_2777664.pkl,,,1.0,300.0,
159,,NWO_perf_148_2.05m,NWO,,,,,,,,,experiments/148_NWO_2.0/weights_2053056.pkl,,,1.0,300.0,
160,outside_experiments,X_max_steps_v1.1_NEW,X_v2,0.0,60000.0,3000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f26a03707b8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,X_v2 with new Turn weights and maxsteps=4,X_v2 with new Turn weights and maxs,teps=4,200.0,0.99,0.0,10000.0,65.8208712806
161,,X_perf_748k,X_v2,,,,,,,,,experiments/160_X_max_steps_v1.1_NEW/weights_784992.pkl,,,1.0,300.0,
162,,X_perf_543k,X_v2,,,,,,,,,experiments/160_X_max_steps_v1.1_NEW/weights_543456.pkl,,,1.0,300.0,
163,,X_perf_1.02m,X_v2,,,,,,,,,experiments/160_X_max_steps_v1.1_NEW/weights_1026528.pkl,,,1.0,300.0,
164,,X_perf_1.268m,X_v2,,,,,,,,,experiments/160_X_max_steps_v1.1_NEW/weights_1268064.pkl,,,1.0,300.0,
165,outside_experiments,NWOO_v1.1,NWOO,0.0,40000.0,2000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f64b4471ae8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,With steps4 and new weights,With steps4 and new weights,,300.0,0.99,0.0,7411.0,16.100083345599998
166,outside_experiments,NWOO_v1.1_cont,NWOO,2000000.0,120000.0,6000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7fe11c6bbae8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,With steps4 and new weights continuation,With steps4 and new weights continu,ation,300.0,0.99,0.0,10000.0,35.4095510206
167,outside_experiments,NWOO_v1.1_Balanced,NWOO,0.0,120000.0,6000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f8f5c2aab70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,Balancing direcitons,Balancing directions,,300.0,0.99,0.0,9525.0,26.8728102044
168,,X_perf_2.05m,X_v2,,,,,,,,,experiments/160_X_max_steps_v1.1_NEW/weights_2053056.pkl,,,1.0,300.0,
169,,X_perf_final,X_v2,,,,,,,,,experiments/160_X_max_steps_v1.1_NEW/weights_final.pkl,,,1.0,300.0,
170,,NWOO_unbalanced_perf_final,NWOO,,,,,,,,,experiments/166_NWOO_v1.1_cont/weights_final.pkl,,,1.0,300.0,
171,,NWOO_unbalanced_perf_5.73m,NWOO,,,,,,,,,experiments/166_NWOO_v1.1_cont/weights_5733120.pkl,,,1.0,300.0,
172,outside_experiments,NWOO_v1.1_Balanced_cont,NWOO,3062000.0,120000.0,6000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f017842db70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,Balancing direcitons,Balancing directions,outside_experiments/167_NWOO_v1.1_Balanced/weights_final.pkl,300.0,0.99,0.0,9861.0,21.0813870131
173,,NWOO_unbalanced_perf_4.529m,NWOO,,,,,,,,,experiments/166_NWOO_v1.1_cont/weights_4529280.pkl,,,1.0,300.0,
174,,NWOO_unbalanced_perf_4.288m,NWOO,,,,,,,,,experiments/166_NWOO_v1.1_cont/weights_4288512.pkl,,,1.0,300.0,
175,,NWOO_balanced_perf_3.009m,NWOO,,,,,,,,,experiments/167_NWOO_v1.1_Balanced/weights_3009600.pkl,,,1.0,300.0,
176,,NWOO_balanced_perf_3.18m,NWOO,,,,,,,,,experiments/172_NWOO_v1.1_Balanced_cont/weights_3183600.pkl,,,1.0,300.0,
177,,NWOO_balanced_perf_963k,NWOO,,,,,,,,,experiments/167_NWOO_v1.1_Balanced/weights_963072.pkl,,,1.0,300.0,
178,,NWOO_balanced_perf_final,NWOO,,,,,,,,,experiments/172_NWOO_v1.1_Balanced_cont/weights_final.pkl,,,1.0,300.0,
179,,NWOO_balanced_perf_5.59m,NWOO,,,,,,,,,experiments/172_NWOO_v1.1_Balanced_cont/weights_5591280.pkl,,,1.0,300.0,
180,,NWOO_balanced_perf_5.10m,NWOO,,,,,,,,,experiments/172_NWOO_v1.1_Balanced_cont/weights_5109744.pkl,,,1.0,300.0,
181,,NWOO_balanced_perf_2.528m,NWOO,,,,,,,,,experiments/167_NWOO_v1.1_Balanced/weights_2528064.pkl,,,1.0,300.0,
182,,NWOO_balanced_perf_4.868m,NWOO,,,,,,,,,experiments/172_NWOO_v1.1_Balanced_cont/weights_4868976.pkl,,,1.0,300.0,
183,outside_experiments,NWOO_v1.3_fixed,NWOO,0.0,120000.0,6000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f5d1017ac80>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,Fixing error with visited tiles and straight directional,Fixing error with visited tiles and, straight directional,300.0,0.99,0.0,4572.0,17.845808715
184,outside_experiments,Nav_0.9,Nav,0.0,120000.0,6000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7fd0685e27b8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4.0,New versions,New versions,,200.0,0.99,0.0,2516.0,17.821500010599998
185,outside_experiments,Nav_0.9_cont,Nav,1932288.0,120000.0,6000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7fd144e5f840>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4.0,New versions,New versions,outside_experiments/184_Nav_0.9/weights_1932288.pkl,200.0,0.99,0.0,4766.0,36.7699907678
186,outside_experiments,NWOO_v1.3_fixed_cont,NWOO,1805760.0,120000.0,6000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f84185fec80>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,Fixing error with visited tiles and straight directional,Fixing error with visited tiles and, straight directional,300.0,0.99,0.0,9180.0,38.381232146900004
189,,Nav_perf_2.657m,Nav,,,,,,,,,experiments/185_Nav_0.9_cont/weights_2657712.pkl,,,1.0,100.0,
190,,Nav_perf_966k,Nav,,,,,,,,,experiments/184_Nav_0.9/weights_966144.pkl,,,1.0,100.0,
191,,Nav_perf_4.22m,Nav,,,,,,,,,experiments/185_Nav_0.9_cont/weights_4227696.pkl,,,1.0,100.0,
192,,NWOO_fixed_perf_final,NWOO,,,,,,,,,experiments/186_NWOO_v1.3_fixed_cont/weights_final.pkl,,,1.0,100.0,
193,,NWOO_fixed_perf_4.21m,NWOO,,,,,,,,,experiments/186_NWOO_v1.3_fixed_cont/weights_4214656.pkl,,,1.0,100.0,
194,,NWOO_fixed_perf_2.64m,NWOO,,,,,,,,,experiments/186_NWOO_v1.3_fixed_cont/weights_2649664.pkl,,,1.0,100.0,
195,,NWOO_fixed_perf_1.80m_before,NWOO,,,,,,,,,experiments/183_NWOO_v1.3_fixed/weights_1805760.pkl,,,1.0,100.0,
196,,NWOO_fixed_perf_1.80m,NWOO,,,,,,,,,experiments/186_NWOO_v1.3_fixed_cont/weights_1806976.pkl,,,1.0,100.0,
197,,NWOO_fixed_perf_963k,NWOO,,,,,,,,,experiments/183_NWOO_v1.3_fixed/weights_963072.pkl,,,1.0,100.0,
198,outside_experiments,Nav_new,Nav_n2n,0.0,900000.0,45000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7fcb9062e378>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4.0,New Nav n2n,New Nav n2n,,200.0,0.99,0.0,10000.0,133.3424829758
199,outside_experiments,NWOO_B,NWOO_B,0.0,120000.0,6000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_B_n2n.__init__.<locals>.reward_fn_NWOO_B_n2n at 0x7f5884440f28>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,NWOO_B,NWOO_B,,300.0,0.9,0.0,10000.0,62.15150176970001
200,,Nav_n2n_perf,Nav_n2n,,,,,,,,,hrl/weights/Nav_n2n/v1.0_exp105_weights_final.pkl,,,1.0,100.0,
201,outside_experiments,NWOO_C_failed,NWOO_C,0.0,120000.0,6000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_B_n2n.__init__.<locals>.reward_fn_NWOO_B_n2n at 0x7f2a64eb0d90>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,NWOO_C,NWOO_C,,300.0,0.9,0.0,3949.0,18.8
202,outside_experiments,NWOO_C_failed,NWOO_C,0.0,60000.0,3000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_B_n2n.__init__.<locals>.reward_fn_NWOO_B_n2n at 0x7f29202c4510>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': False}",4.0,NWOO_C,NWOO_C,,300.0,0.9,0.0,4756.0,12.0
203,,NWOO_B_perf_final,NWOO_B,,,,,,,,,outside_experiments/199_NWOO_B/weights_final.pkl,,,1.0,100.0,
204,,NWOO_B_perf_5.0m,NWOO_B,,,,,,,,,outside_experiments/199_NWOO_B/weights_5056128.pkl,,,1.0,100.0,
205,,NWOO_B_perf_5.17m,NWOO_B,,,,,,,,,outside_experiments/199_NWOO_B/weights_5176512.pkl,,,1.0,100.0,
206,,NWOO_B_perf_5.77m,NWOO_B,,,,,,,,,outside_experiments/199_NWOO_B/weights_5778432.pkl,,,1.0,100.0,
207,,NWOO_B_perf_4.69m,NWOO_B,,,,,,,,,outside_experiments/199_NWOO_B/weights_4694976.pkl,,,1.0,100.0,
208,,Nav_perf_withnewNWOO,Nav,,,,,,,,,hrl/weights/Nav/v0.9_exp185_weights_4227696.pkl,,,1.0,37.0,
209,outside_experiments,Nav_withnew_NWOO,Nav,0.0,60000.0,3000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7f00389a4c80>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4.0,Nav with new NWOO and with early weights of last Nav exp,Nav with new NWOO and with early we,ights of last Nav exp,300.0,0.99,0.0,1740.0,11.4446599683
210,outside_experiments,Nav_withnew_NWOO_limited,Nav,0.0,60000.0,3000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 2, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 100, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1, 'reward_fn': <function NWOO_n2n.__init__.<locals>.reward_fn_NWOO at 0x7fa00c8f2b70>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False, 'load_tracks_from': 'tracks', 'allow_outside': True}",4.0,Nav with new NWOO and with early weights of last Nav exp,Nav with new NWOO and with early we,ights of last Nav exp,300.0,0.9,0.0,3351.0,11.7990327197
211,,Nav_old_perf_364k,Nav,,,,,,,,,outside_experiments/209_Nav_withnew_NWOO/weights_364800.pkl,,,1.0,97.0,
212,,Nav_perf_old_final,Nav,,,,,,,,,outside_experiments/209_Nav_withnew_NWOO/weights_final.pkl,,,1.0,111.0,
213,,Nav_old_perf_486m,Nav,,,,,,,,,outside_experiments/209_Nav_withnew_NWOO/weights_486400.pkl,,,1.0,73.0,
214,,Nav_perf_new_final,Nav,,,,,,,,,outside_experiments/210_Nav_withnew_NWOO_limited/weights_final.pkl,,,1.0,100.0,
215,,Nav_perf_new_729k,Nav,,,,,,,,,outside_experiments/210_Nav_withnew_NWOO_limited/weights_729600.pkl,,,1.0,100.0,
216,,Nav_perf_new_364k,Nav,,,,,,,,,outside_experiments/210_Nav_withnew_NWOO_limited/weights_364800.pkl,,,1.0,100.0,
217,,Nav_n2n_perf_34.2m,Nav_n2n,,,,,,,,,outside_experiments/198_Nav_new/weights_34201824.pkl,,,1.0,100.0,
218,,Nav_n2n_perf_v0.9,Nav,,,,,,,,,hrl/weights/Nav/v0.9_exp185_weights_4227696.pkl,,,1.0,100.0,
219,,Turn_perf_147_1.75m,Turn_v2,,,,,,,,,,,,1.0,300.0,
220,,Nav_perf_final,Nav,,,,,,,,,experiments/185_Nav_0.9_cont/weights_final.pkl,,,1.0,100.0,
221,,NWOO_fixed_perf_current,NWOO,,,,,,,,,hrl/weights/NWOO/v1.1_exp166_weights_final.pkl,,,1.0,100.0,
222,,Nav_n2n_perf_exp_198_final,Nav_n2n,,,,,,,,,outside_experiments/198_Nav_new/weights_final.pkl,,,1.0,100.0,
223,,Nav_perf_H_pol_v1,Nav,,,,,,,,,hrl/weights/Nav/v1.0_exp209_weights_486400.pkl,,,1.0,100.0,
224,,Nav_perf_n2n_pol_v1,Nav_n2n,,,,,,,,,hrl/weights/Nav_n2n/v1.0_exp105_weights_final.pkl,,,1.0,100.0,
225,,Nav_n2n_perf_on_original,Original,,,,,,,,,hrl/weights/Nav_n2n/v1.1_exp198_weights_final.pkl,,,1.0,100.0,
226,outside_experiments,Org_n2n,Original,0.0,600000.0,12000000.0,0.0,"{'allow_reverse': False, 'grayscale': 1, 'show_info_panel': False, 'verbose': 0, 'discretize_actions': 'hard', 'num_tracks': 1, 'num_lanes': 2, 'num_lanes_changes': 0, 'num_obstacles': 0, 'max_time_out': 2.0, 'frames_per_state': 4, 'max_step_reward': 1.0, 'reward_fn': <function original_reward_callback at 0x7f1bde888bf8>, 'random_obstacle_x_position': False, 'random_obstacle_shape': False}",4.0,,Solving original env,hrl/weights/Nav_n2n/v1.1_exp198_weights_final.pkl,200.0,0.99,,,
